year_month,port_name,state,border,measure,value
2025-11,Westhope,North Dakota,US-Canada Border,Trucks,59
2025-11,Wildhorse,Montana,US-Canada Border,Truck Containers Empty,3
2025-11,Wildhorse,Montana,US-Canada Border,Truck Containers Loaded,10
2025-11,Wildhorse,Montana,US-Canada Border,Trucks,8
2025-11,Ysleta,Texas,US-Mexico Border,Truck Containers Empty,16105
2025-11,Ysleta,Texas,US-Mexico Border,Truck Containers Loaded,55593
2025-11,Ysleta,Texas,US-Mexico Border,Trucks,45523
2025-12,Alcan,Alaska,US-Canada Border,Truck Containers Empty,199
2025-12,Alcan,Alaska,US-Canada Border,Truck Containers Loaded,549
2025-12,Alcan,Alaska,US-Canada Border,Trucks,483
2025-12,Alexandria Bay,New York,US-Canada Border,Truck Containers Empty,1552
2025-12,Alexandria Bay,New York,US-Canada Border,Truck Containers Loaded,19251
2025-12,Alexandria Bay,New York,US-Canada Border,Trucks,12000
2025-12,Antler,North Dakota,US-Canada Border,Truck Containers Empty,64
2025-12,Antler,North Dakota,US-Canada Border,Trucks,64
2025-12,Baudette,Minnesota,US-Canada Border,Truck Containers Empty,248
2025-12,Baudette,Minnesota,US-Canada Border,Truck Containers Loaded,144
2025-12,Baudette,Minnesota,US-Canada Border,Trucks,321
2025-12,Beecher Falls,Vermont,US-Canada Border,Truck Containers Empty,292
2025-12,Beecher Falls,Vermont,US-Canada Border,Truck Containers Loaded,415
2025-12,Beecher Falls,Vermont,US-Canada Border,Trucks,506
2025-12,Blaine,Washington,US-Canada Border,Truck Containers Empty,7899
2025-12,Blaine,Washington,US-Canada Border,Truck Containers Loaded,33148
2025-12,Blaine,Washington,US-Canada Border,Trucks,27061
2025-12,Boundary,Washington,US-Canada Border,Truck Containers Empty,3
2025-12,Boundary,Washington,US-Canada Border,Truck Containers Loaded,19
2025-12,Boundary,Washington,US-Canada Border,Trucks,22
2025-12,Bridgewater,Maine,US-Canada Border,Truck Containers Empty,104
2025-12,Bridgewater,Maine,US-Canada Border,Truck Containers Loaded,203
2025-12,Bridgewater,Maine,US-Canada Border,Trucks,221
2025-12,Brownsville,Texas,US-Mexico Border,Truck Containers Empty,18503
2025-12,Brownsville,Texas,US-Mexico Border,Truck Containers Loaded,13525
2025-12,Brownsville,Texas,US-Mexico Border,Trucks,25805
2025-12,Buffalo Niagara Falls,New York,US-Canada Border,Truck Containers Empty,13109
2025-12,Buffalo Niagara Falls,New York,US-Canada Border,Truck Containers Loaded,92280
2025-12,Buffalo Niagara Falls,New York,US-Canada Border,Trucks,64186
2025-12,Calais,Maine,US-Canada Border,Truck Containers Empty,693
2025-12,Calais,Maine,US-Canada Border,Truck Containers Loaded,5221
2025-12,Calais,Maine,US-Canada Border,Trucks,3418
2025-12,Calexico East,California,US-Mexico Border,Truck Containers Empty,15204
2025-12,Calexico East,California,US-Mexico Border,Truck Containers Loaded,37058
2025-12,Calexico East,California,US-Mexico Border,Trucks,32530
2025-12,Carbury,North Dakota,US-Canada Border,Truck Containers Empty,7
2025-12,Carbury,North Dakota,US-Canada Border,Truck Containers Loaded,202
2025-12,Carbury,North Dakota,US-Canada Border,Trucks,110
2025-12,Champlain Rouses Point,New York,US-Canada Border,Truck Containers Empty,2376
2025-12,Champlain Rouses Point,New York,US-Canada Border,Truck Containers Loaded,31731
2025-12,Champlain Rouses Point,New York,US-Canada Border,Trucks,19977
2025-12,Columbus,New Mexico,US-Mexico Border,Truck Containers Empty,92
2025-12,Columbus,New Mexico,US-Mexico Border,Truck Containers Loaded,2355
2025-12,Columbus,New Mexico,US-Mexico Border,Trucks,1299
2025-12,Dalton Cache,Alaska,US-Canada Border,Truck Containers Empty,20
2025-12,Dalton Cache,Alaska,US-Canada Border,Truck Containers Loaded,29
2025-12,Dalton Cache,Alaska,US-Canada Border,Trucks,36
2025-12,Danville,Washington,US-Canada Border,Truck Containers Empty,2
2025-12,Danville,Washington,US-Canada Border,Truck Containers Loaded,11
2025-12,Danville,Washington,US-Canada Border,Trucks,11
2025-12,Del Bonita,Montana,US-Canada Border,Truck Containers Empty,13
2025-12,Del Bonita,Montana,US-Canada Border,Truck Containers Loaded,22
2025-12,Del Bonita,Montana,US-Canada Border,Trucks,35
2025-12,Del Rio,Texas,US-Mexico Border,Truck Containers Empty,2373
2025-12,Del Rio,Texas,US-Mexico Border,Truck Containers Loaded,8570
2025-12,Del Rio,Texas,US-Mexico Border,Trucks,6377
2025-12,Derby Line,Vermont,US-Canada Border,Truck Containers Empty,608
2025-12,Derby Line,Vermont,US-Canada Border,Truck Containers Loaded,9957
2025-12,Derby Line,Vermont,US-Canada Border,Trucks,5831
2025-12,Detroit,Michigan,US-Canada Border,Truck Containers Empty,12649
2025-12,Detroit,Michigan,US-Canada Border,Truck Containers Loaded,130421
2025-12,Detroit,Michigan,US-Canada Border,Trucks,83681
2025-12,Douglas,Arizona,US-Mexico Border,Truck Containers Empty,840
2025-12,Douglas,Arizona,US-Mexico Border,Truck Containers Loaded,2100
2025-12,Douglas,Arizona,US-Mexico Border,Trucks,2043
2025-12,Dunseith,North Dakota,US-Canada Border,Truck Containers Empty,202
2025-12,Dunseith,North Dakota,US-Canada Border,Truck Containers Loaded,2810
2025-12,Dunseith,North Dakota,US-Canada Border,Trucks,1681
2025-12,Eagle Pass,Texas,US-Mexico Border,Truck Containers Empty,23381
2025-12,Eagle Pass,Texas,US-Mexico Border,Truck Containers Loaded,20660
2025-12,Eagle Pass,Texas,US-Mexico Border,Trucks,32639
2025-12,Eastport,Idaho,US-Canada Border,Truck Containers Empty,709
2025-12,Eastport,Idaho,US-Canada Border,Truck Containers Loaded,4263
2025-12,Eastport,Idaho,US-Canada Border,Trucks,3115
2025-12,Eastport,Maine,US-Canada Border,Truck Containers Empty,87
2025-12,Eastport,Maine,US-Canada Border,Truck Containers Loaded,104
2025-12,Eastport,Maine,US-Canada Border,Trucks,176
2025-12,El Paso,Texas,US-Mexico Border,Truck Containers Empty,6495
2025-12,El Paso,Texas,US-Mexico Border,Truck Containers Loaded,11850
2025-12,El Paso,Texas,US-Mexico Border,Trucks,12845
2025-12,Fort Fairfield,Maine,US-Canada Border,Truck Containers Empty,54
2025-12,Fort Fairfield,Maine,US-Canada Border,Truck Containers Loaded,807
2025-12,Fort Fairfield,Maine,US-Canada Border,Trucks,460
2025-12,Fort Kent,Maine,US-Canada Border,Truck Containers Empty,87
2025-12,Fort Kent,Maine,US-Canada Border,Truck Containers Loaded,107
2025-12,Fort Kent,Maine,US-Canada Border,Trucks,147
2025-12,Fortuna,North Dakota,US-Canada Border,Truck Containers Empty,92
2025-12,Fortuna,North Dakota,US-Canada Border,Truck Containers Loaded,423
2025-12,Fortuna,North Dakota,US-Canada Border,Trucks,274
2025-12,Frontier,Washington,US-Canada Border,Truck Containers Empty,1483
2025-12,Frontier,Washington,US-Canada Border,Truck Containers Loaded,1114
2025-12,Frontier,Washington,US-Canada Border,Trucks,2074
2025-12,Grand Portage,Minnesota,US-Canada Border,Truck Containers Empty,253
2025-12,Grand Portage,Minnesota,US-Canada Border,Truck Containers Loaded,881
2025-12,Grand Portage,Minnesota,US-Canada Border,Trucks,727
2025-12,Hannah,North Dakota,US-Canada Border,Truck Containers Loaded,7
2025-12,Hannah,North Dakota,US-Canada Border,Trucks,4
2025-12,Hansboro,North Dakota,US-Canada Border,Truck Containers Empty,7
2025-12,Hansboro,North Dakota,US-Canada Border,Truck Containers Loaded,49
2025-12,Hansboro,North Dakota,US-Canada Border,Trucks,33
2025-12,Hidalgo,Texas,US-Mexico Border,Truck Containers Empty,21286
2025-12,Hidalgo,Texas,US-Mexico Border,Truck Containers Loaded,80513
2025-12,Hidalgo,Texas,US-Mexico Border,Trucks,58962
2025-12,Highgate Springs,Vermont,US-Canada Border,Truck Containers Empty,923
2025-12,Highgate Springs,Vermont,US-Canada Border,Truck Containers Loaded,11655
2025-12,Highgate Springs,Vermont,US-Canada Border,Trucks,7287
2025-12,Houlton,Maine,US-Canada Border,Truck Containers Empty,488
2025-12,Houlton,Maine,US-Canada Border,Truck Containers Loaded,10360
2025-12,Houlton,Maine,US-Canada Border,Trucks,5991
2025-12,International Falls,Minnesota,US-Canada Border,Truck Containers Empty,203
2025-12,International Falls,Minnesota,US-Canada Border,Truck Containers Loaded,1801
2025-12,International Falls,Minnesota,US-Canada Border,Trucks,1091
2025-12,Jackman,Maine,US-Canada Border,Truck Containers Empty,2437
2025-12,Jackman,Maine,US-Canada Border,Truck Containers Loaded,5641
2025-12,Jackman,Maine,US-Canada Border,Trucks,5409
2025-12,Kenneth G Ward,Washington,US-Canada Border,Truck Containers Empty,2185
2025-12,Kenneth G Ward,Washington,US-Canada Border,Truck Containers Loaded,332
2025-12,Kenneth G Ward,Washington,US-Canada Border,Trucks,2378
2025-12,Lancaster,Minnesota,US-Canada Border,Truck Containers Empty,128
2025-12,Lancaster,Minnesota,US-Canada Border,Truck Containers Loaded,74
2025-12,Lancaster,Minnesota,US-Canada Border,Trucks,166
2025-12,Laredo,Texas,US-Mexico Border,Truck Containers Empty,52482
2025-12,Laredo,Texas,US-Mexico Border,Truck Containers Loaded,377203
2025-12,Laredo,Texas,US-Mexico Border,Trucks,219222
2025-12,Laurier,Washington,US-Canada Border,Truck Containers Empty,50
2025-12,Laurier,Washington,US-Canada Border,Truck Containers Loaded,460
2025-12,Laurier,Washington,US-Canada Border,Trucks,287
2025-12,Limestone,Maine,US-Canada Border,Truck Containers Empty,37
2025-12,Limestone,Maine,US-Canada Border,Truck Containers Loaded,41
2025-12,Limestone,Maine,US-Canada Border,Trucks,55
2025-12,Lukeville,Arizona,US-Mexico Border,Truck Containers Loaded,102
2025-12,Lukeville,Arizona,US-Mexico Border,Trucks,69
2025-12,Madawaska,Maine,US-Canada Border,Truck Containers Empty,794
2025-12,Madawaska,Maine,US-Canada Border,Truck Containers Loaded,500
2025-12,Madawaska,Maine,US-Canada Border,Trucks,1059
2025-12,Maida,North Dakota,US-Canada Border,Truck Containers Empty,43
2025-12,Maida,North Dakota,US-Canada Border,Trucks,43
2025-12,Massena,New York,US-Canada Border,Truck Containers Empty,283
2025-12,Massena,New York,US-Canada Border,Truck Containers Loaded,2010
2025-12,Massena,New York,US-Canada Border,Trucks,1405
2025-12,Metaline Falls,Washington,US-Canada Border,Truck Containers Empty,416
2025-12,Metaline Falls,Washington,US-Canada Border,Truck Containers Loaded,75
2025-12,Metaline Falls,Washington,US-Canada Border,Trucks,459
2025-12,Morgan,Montana,US-Canada Border,Truck Containers Empty,7
2025-12,Morgan,Montana,US-Canada Border,Truck Containers Loaded,15
2025-12,Morgan,Montana,US-Canada Border,Trucks,15
2025-12,Naco,Arizona,US-Mexico Border,Truck Containers Empty,121
2025-12,Naco,Arizona,US-Mexico Border,Truck Containers Loaded,135
2025-12,Naco,Arizona,US-Mexico Border,Trucks,212
2025-12,Neche,North Dakota,US-Canada Border,Truck Containers Empty,163
2025-12,Neche,North Dakota,US-Canada Border,Truck Containers Loaded,669
2025-12,Neche,North Dakota,US-Canada Border,Trucks,524
2025-12,Nogales,Arizona,US-Mexico Border,Truck Containers Empty,8833
2025-12,Nogales,Arizona,US-Mexico Border,Truck Containers Loaded,52035
2025-12,Nogales,Arizona,US-Mexico Border,Trucks,35598
2025-12,Noonan,North Dakota,US-Canada Border,Truck Containers Empty,49
2025-12,Noonan,North Dakota,US-Canada Border,Truck Containers Loaded,1
2025-12,Noonan,North Dakota,US-Canada Border,Trucks,50
2025-12,Northgate,North Dakota,US-Canada Border,Truck Containers Empty,158
2025-12,Northgate,North Dakota,US-Canada Border,Truck Containers Loaded,15
2025-12,Northgate,North Dakota,US-Canada Border,Trucks,165
2025-12,Norton,Vermont,US-Canada Border,Truck Containers Empty,46
2025-12,Norton,Vermont,US-Canada Border,Truck Containers Loaded,539
2025-12,Norton,Vermont,US-Canada Border,Trucks,326
2025-12,Ogdensburg,New York,US-Canada Border,Truck Containers Empty,330
2025-12,Ogdensburg,New York,US-Canada Border,Truck Containers Loaded,3280
